id,texto,numero,id_capitulo
159,"Alice em um instante adivinhou que ele buscava o leque e o par de luvas de pelica. Começou a procurar por pura boa vontade, mas eles não apareciam… tudo parecia ter mudado desde o mergulho na piscina, e o grande salão, com a mesa de vidro e a portinha, desaparecera completamente.",34,4
160,"O Coelho Branco viu Alice, que procurava nos arredores, e a chamou com aspereza. — Ué, Mariana, o que você está fazendo aqui fora? Vá para casa agora e me traga um par de luvas e um leque! Rápido, já!",34,4
161,"De tão assustada, Alice saiu correndo na direção que o Coelho",34,4
162,"Branco apontou, sem ousar explicar o erro que ele havia cometido. — Ele achou que eu fosse a empregada — disse consigo mesma enquanto corria. — Vai se surpreender quando descobrir quem eu sou. Será melhor levar as tais luvas e o tal leque… se eu conseguir encontrá-los, é claro.",34,4
163,"No momento em que dizia isso, Alice se deparou com uma casinha bem cuidada, em cuja porta brilhava uma placa de latão",34,4
164,"com o nome “W. Coelho”. Entrou sem bater e correu escada acima, com o maior medo de esbarrar na verdadeira Mariana e ser expulsa antes de encontrar o leque e as luvas. — Que estranho — ela disse — fazer o serviço de casa para um coelho! Aposto que a Diná será a próxima a me dar serviço!",35,4
165,"E começou a fantasiar o tipo de coisa que aconteceria: — Senhorita Alice! Venha cá neste momento, apronte-se para passear! — diria a gata. — Já estou indo, senhora! Mas preciso cuidar para que o rato não fuja! — responderia Alice. — Eu só não acho — Alice continuou — que eles deixariam a",35,4
166,"Diná viver em casa se ela começasse a mandar na gente desse jeito!",35,4
167,"Então entrou em um quartinho bem organizado, com uma mesa sob a janela, na qual (como ela esperava) havia um leque e três pares de luvinhas de pelica. Pegou o que precisava e ia saindo quando seus olhos pousaram em uma garrafinha próxima ao espelho. Dessa vez, não havia nenhuma etiqueta dizendo beba-me; mas, mesmo assim,",35,4
168,"Alice a destampou e colocou na boca. — Eu sei que alguma coisa interessante vai acontecer — disse consigo mesma. — É assim sempre que bebo ou como algo. Deixe- me ver o que essa garrafa faz. Espero que me faça crescer, já estou cansada de ser essa coisa minúscula!",35,4
169,"Foi exatamente o que aconteceu, e bem mais cedo do que ela esperava: antes de chegar à metade da garrafa, sua cabeça já batia no teto, e Alice precisou se curvar para não quebrar o pescoço. Largou a garrafa com pressa, dizendo:",35,4
170,"— Já é o bastante… espero não crescer mais… desse jeito eu já não passo na porta… queria não ter bebido tanto!",36,4
171,"Era tarde demais! Alice crescia e crescia, começou a se ajoelhar e, no próximo minuto, nem isso era mais possível. Tentou se deitar com um cotovelo contra a porta e o outro braço dobrado sobre a cabeça. O crescimento continuou e, como última solução para não destruir a casinha, colocou o braço para fora da janela e encaixou o pé na chaminé. — Mais que isso não dá pra fazer. O que será de mim? — ela disse.",36,4
172,"Ainda bem que o efeito da garrafinha mágica já tinha se completado e Alice não cresceu mais. Tudo aquilo era muito desconfortável. Como não parecia haver nenhuma chance de sair daquele quartinho, ela se sentiu muito infeliz. — Em casa era muito melhor — Alice pensou alto. — A gente não ficava crescendo ou diminuindo e não recebia ordem nem de rato nem de coelho. Não queria ter entrado na toca do coelho e mesmo assim… mesmo assim… é estranho, sabe, esse tipo de vida!",36,4
173,"O que será que aconteceu comigo? Eu lia contos de fadas e imaginava que aquele tipo de coisa nunca aconteceria. Agora estou aqui, enfiada nesse quartinho de casa de coelho! Deve existir um livro sobre mim, ô se deve! Quando eu crescer, escrevo um… mas agora eu já cresci — acrescentou, amargurada. — Pelo menos aqui não tem mais para onde crescer. Mas daí — refletiu —, eu nunca vou ficar mais velha? Seria um consolo nunca ser uma mulher velha… mas assim, sempre terei lição a fazer… ah, disso eu não vou gostar!",36,4
174,"— Alice, sua burra! — respondeu para si mesma. — Como você vai fazer lição aqui dentro? Não tem nem lugar para você, muito menos para um livro de lição de casa, não é?",37,4
175,"E assim continuou, cada vez tomando um lado da conversa e produzindo um baita debate. Minutos depois, ouviu uma voz lá fora e parou para escutar. — Mariana! Mariana! — dizia a voz. — Traga minhas luvas neste momento!",37,4
176,"Passos subiam as escadas. Alice sabia que era o Coelho Branco à procura dela e, trêmula, fez a casa balançar, praticamente se esquecendo de que agora estava umas mil vezes maior que o Coelho e não tinha motivo para ter medo.",37,4
177,"O Coelho Branco foi até a porta. Tentou abri-la, mas era impossível, pois a porta abria para dentro, e o cotovelo de Alice a pressionava no sentido oposto. A menina escutou-o dizendo para si mesmo: — Então eu dou a volta e entro pela janela. “Isso você não vai fazer”, pensou Alice.",37,4
178,"Quando imaginou ter ouvido o Coelho Branco embaixo da janela, repentinamente esticou a mão, fazendo um movimento no ar. Não agarrou coisa alguma, mas ouviu um berro, uma queda e um vidro se quebrando. Com a barulheira, Alice concluiu que o Coelho tinha caído no meio da estufa de hortaliças ou algo assim.",37,4
179,"Veio então a voz do Coelho Branco, cheia de raiva: — Pat! Pat! Cadê você?",37,4
180,"Depois, surgiu uma voz que ela nunca tinha ouvido:",37,4
181,"— Com certeza estou aqui! Colhendo maçãs, meu senhor! — disse Pat. — Colhendo maçãs, certo! — disse o Coelho Branco, estressado. — Aqui! Venha me ajudar com isso! (Mais barulho de vidro quebrando.) — Diga-me, Pat, o que é aquilo na janela? — Com certeza é um braço, meu senhor! — Pat pronunciava “sinhô”. — Um braço, seu jumento? Desse tamanho? Enche a janela de tão grande! — Com certeza, meu senhor. De qualquer jeito, é um braço — disse Pat. — Bom, ali não há nada do interesse dele. Pegue-o e leve-o embora!",38,4
182,"Houve um longo silêncio depois disso. Alice apenas ouvia um sussurro aqui e outro ali, como: — Com certeza, meu senhor. Eu não gosto de jeito nenhum, nenhunzinho! — Faça o que estou mandando, seu frouxo!",38,4
183,"Alice novamente esticou a mão, fazendo um movimento em busca de algo. Dessa vez ouviu dois gritinhos e mais barulho de vidro quebrando. “A estufa de pepinos deve ser das grandes!”, pensou Alice. “O que será que eles vão fazer? Só queria que fossem capazes de me puxar pela janela! Eu é que não quero ficar mais aqui!”",38,4
184,"Aguardou um tempo sem escutar mais nada. Enfim veio um ruído de rodinhas de carroça e uma zoada de vozes falando ao mesmo tempo. Ela decifrou algumas palavras: — Cadê a outra escada…? Ué, eu só trouxe uma, a outra tá com o",39,4
185,"Bill… Ô Bill! Traz aqui, rapaz! Aqui ó, nesse canto… Não, primeiro amarra uma na outra… Ainda não chegou nem na metade da altura… Ah, já tá bom demais, não seja rabugento… Aqui, Bill!",39,4
186,"Segura a corda… Será que o teto aguenta…? Cuidado com a telha solta… Eita, tá caindo tudo! Olha a cabeça! (Estrondo de uma batida.) — Ei, quem fez isso…? Acho que foi o Bill… Quem é que vai descer pela chaminé…? Ah, eu não! Vai você…!Eu é que não…! Então vai o Bill… Escuta, Bill! O mestre disse pra você descer pela chaminé! — Eita! Então o Bill precisa descer pela chaminé? — Alice falou consigo mesma. — Poxa, eles parecem colocar tudo nas costas do pobre do Bill! Essa lareira é apertada, pra falar a verdade, mas acho que consigo dar um chutinho!",39,4
187,"Ela abaixou o pé o mais que pôde na chaminé e aguardou. Até que escutou um pequeno bicho (não dava para adivinhar qual tipo era) se arranhando e se mexendo um pouco acima dela. Alice deduziu: — É o Bill!",39,4
188,"Deu-lhe uma bicuda e ficou esperando pra ver o que aconteceria.",39,4
189,"A primeira coisa que escutou foi o pessoal fazendo coro: — Caramba! Lá vai o Bill!",39,4
190,"Junto veio um grito do Coelho Branco: — Ei, você aí na cerca, agarre-o!",40,4
191,"Então, silêncio; depois, outra zoada: — Segura a cabeça dele…! Alguém dê conhaque pra ele…! Não o deixem engasgar…! E aí, meu velho? Como foi…? O que aconteceu?",40,4
192,"Conta tudo pra gente!",40,4
193,"Por fim, veio uma vozinha fraca e chiada. — É a voz do Bill — pensou Alice. — Olha, nem eu sei direito… não quero mais, obrigado, estou melhor… mas estou muito abalado pra contar a vocês… só sei que alguma coisa me arremessou feito um catapulta e eu saí voando igual a um foguete! — contou o nosso Bill. — Você voou de verdade, camarada. Parecia uma bala de canhão — disseram os outros. — Precisamos botar fogo nessa casa! — afirmou o Coelho",40,4
194,Branco.,40,4
195,"Alice, então, gritou o mais alto que pôde: — Queimem e eu mando a Diná pegar vocês!",40,4
196,"Houve um silêncio mortal. “Quero ver o que vão fazer agora! Se tivessem algum juízo, arrancariam o teto”, pensou Alice.",40,4
197,"Depois de um ou dois minutos, reiniciaram o rebuliço. Alice ouviu o Coelho Branco dizendo: — Encham um carrinho de mão, para começarmos. “Encher com o quê?”, pensou Alice.",40,4
198,"Mas não deu tempo de matutar: um banho de pedrinhas passou zunindo pela janela, algumas acertando-a no rosto. — Preciso botar um fim nisso — afirmou.",41,4
199,"E berrou: — É melhor não fazerem isso de novo!",41,4
200,"O grito produziu outro silêncio mortal.",41,4
201,"Alice percebeu com surpresa que algumas das pedrinhas se transformavam em bolos assim que tocavam o chão. Ao ver essa transformação, uma ideia brilhante surgiu em sua mente: — Se eu comer um desses bolinhos — refletiu Alice —, com certeza meu tamanho vai mudar de algum jeito. E como é impossível que eu cresça mais, acho que vão me deixar menor.",41,4
202,"Engoliu um dos bolos e ficou muito alegre ao perceber que já estava diminuindo. Assim que estava pequena o bastante para passar pela porta, ela correu para fora da casa, onde uma tropa de animaizinhos e passarinhos a aguardava. A pobre lagartixa de nome",41,4
203,"Bill estava no meio da multidão, carregada por dois porquinhos-da- índia, que a abasteciam com o líquido de uma garrafa. Todos correram na direção de Alice quando ela apareceu. Assustada, a menina fugiu com toda a sua energia e logo estava segura, no meio da mata cerrada. — A primeira coisa de que preciso — falou consigo mesma — é voltar para o meu tamanho normal. A segunda é encontrar o caminho daquele adorável jardim. Acho que esse é o melhor plano.",41,4
204,"Parecia, sem dúvida, um ótimo plano, simples e organizado. A única dificuldade era que Alice não fazia a menor ideia de como",41,4
205,"realizá-lo e, enquanto espreitava ansiosa entre as árvores, um latido penetrante sobre sua cabeça a fez olhar para cima de uma só vez.",42,4
206,"Um enorme cachorro filhote a observava com grandes olhos redondos, debilmente esticando uma das patas para tocá-la. — Pobrezinho! — ela disse, adulando o bichinho e tentando assobiar para ele.",42,4
207,"Alice também estava apavorada pensando que o cachorrinho poderia estar faminto e, nesse caso, a engoliria apesar de qualquer afago.",42,4
208,"Sem pensar exatamente no que fazia, ela pegou um graveto e o estendeu para o filhote. Imediatamente o cãozinho saltou latindo de felicidade e correu até o graveto como se se importasse com ele.",42,4
209,"Alice esquivou-se para trás de uma grande flor espinhosa, para evitar o atropelamento. Assim que apareceu do outro lado, o filhote veio atrás do graveto, trombando em tudo, feito um alucinado. Ela, esperando ser pisoteada a qualquer momento, girou o pauzinho novamente. O cão começou a dar investidas, recuando cada vez mais e latindo de um jeito rouco, sem parar. Depois ele se distanciou, ofegante, com a língua pendurada e os olhos semicerrados.",42,4
210,"Alice viu nisso uma boa oportunidade de escapar. Fugiu imediatamente, correndo até perder o fôlego e o latido do filhote soar distante. — Mas que lindo cachorrinho! — ela disse, enquanto se encostava em uma florzinha amarela para descansar, abanando-se com uma das pétalas. — Eu adoraria ter ensinado algumas brincadeiras a ele se… se eu apenas tivesse o tamanho certo pra isso.",42,4
211,"Poxa vida! Eu quase esqueci que preciso crescer de volta! Mas como é que vou conseguir isso? Acho que preciso comer ou beber alguma coisa, mas a grande pergunta é: o quê?",43,4
212,"A grande questão certamente era “o quê?”. Alice buscou entre as flores e o gramado, mas não viu nada que parecesse comestível ou potável. Um cogumelo enorme florescia ali perto, mais ou menos do mesmo tamanho dela. Alice procurou embaixo do cogumelo, dos lados, atrás e no topo dele.",43,4
213,"Esticou-se na ponta dos pés para espiar sobre a copa do cogumelo. Nesse momento, ela percebeu uma grande taturana: sentada no topo com os braços cruzados. Fumava um narguilé bem quietinha, sem dar atenção alguma para Alice nem a qualquer outra coisa.",43,4
214,"uma voz frouxa e sonolenta. — Quem é você? — perguntou.",44,5
215,"Não era um início encorajador para uma conversa. Alice respondeu bem envergonhada: — Eu… eu nem sei direito, agora… eu… pelo menos eu sei quem eu era quando acordei, mas acho que desde então já fui trocada várias vezes. — O que você quer dizer com isso? — questionou a Taturana, severa. — Explique-se! — Não consigo me explicar — respondeu Alice. — Porque eu não sou eu mesma, percebe? — Não — disse a Taturana. — Pior que não consigo dizer com mais clareza — afirmou Alice, de maneira muito educada. — Porque, para começar, eu mesma não entendo. Ter tantos tamanhos no mesmo dia é muito confuso. — Não é não — retrucou a Taturana. — Pode ser que você ainda não perceba; mas, quando se tornar uma crisálida, e isso vai acontecer algum dia, você sabe… depois,",44,5
216,"talvez, uma borboleta… imagino que você se sentirá estranha também, não é? — Nem um pouco — respondeu a Taturana. — Talvez seus sentimentos sejam diferentes — ela disse. — O que eu sei é: para mim seria muito esquisito. — Para você! — observou a Taturana, com desdém. — Quem é você?",45,5
217,"A pergunta levou tudo de volta para o início da prosa. Alice ficou irritada com o jeito de a Taturana falar, sempre de maneira tãobreve. Por isso, ela encheu o peito para dizer, muito séria: — Você é que precisa me dizer quem é, primeiro. — Por quê? — perguntou a Taturana.",45,5
218,"Mais uma pergunta enigmática. Como Alice não conseguiu pensar em nenhuma boa resposta, e a Taturana parecia estar em um estado de espírito bem desagradável, a menina foi embora. — Volte aqui! — chamou a Taturana. — Tenho algo importante para dizer!",45,5
219,"Isso certamente soou promissor, então Alice voltou. — Segura sua onda — aconselhou a Taturana. — É só isso? — perguntou Alice, engolindo a raiva como podia. — Não — respondeu a Taturana.",45,5
220,"Alice pensou que poderia esperar, já que não tinha mais nada a fazer, e depois talvez viesse algo que valesse a pena escutar. Por alguns minutos, a Taturana baforou fumaça sem falar nada. Depois, descruzou os braços, tirou o narguilé da boca outra vez e disse. — Então você acha que está mudada, né?",45,5
221,"— Pior que sim — ela respondeu. — Eu não consigo me lembrar das coisas como costumava… e não fico do mesmo tamanho nem por dez minutos! — Não se lembra de quais coisas? — perguntou a Taturana. — Olha, eu tentei cantar a música da abelhinha ocupada e saiu tudo diferente! — explicou Alice, com a voz melancólica. — Repita o “Já tá velho, seu Guilherme” — ordenou a Taturana.",46,5
222,"Alice cruzou os braços e começou: — “Já tá velho, seu Guilherme”, o moleque falou. “Seu cabelo era castanho e agora branqueou;",46,5
223,"Plantando bananeira, tão velhinho assim, ‘Cê não acha, seu Guilherme, que isso pode dar ruim?” “No meu tempo, meu filho”, o vovô respondeu, “Eu temia acabar de miolo mole;",46,5
224,"Pois agora, que esse velhinho aqui já endoideceu,",46,5
225,"Não tô nem aí para esse bole-bole.” “‘Cê tá velho, seu Guilherme”, o jovem repetiu. “E esse bucho, seu Guilherme, que parece um barril;",46,5
226,"Virando cambalhota, dando salto mortal?",46,5
227,"Pra quê isso, seu Guilherme? Não me leve a mal.” “No meu tempo, meu filho”, falou com sabedoria, “Cada membro do meu corpo era pura agilidade;",46,5
228,"Eu passava um negócio, lá da venda da Luzia,",47,5
229,"Quer testar? Te dou a dica: se chamava Merthiolate.” “Mas ‘cê tá velho, seu Guilherme”, o moço não calava a boca.",47,5
230,"Não sobrou dente nenhum, só mastiga se for sopa;",47,5
231,"No dia da galinhada, ficou chupando tutano.",47,5
232,"Deve ser ruim, não é, meu velho, só comer se for sugando?” “No meu tempo, meu filho”, disse a velha raposa, “Bastava chegar em casa pra algazarra começar.",47,5
233,"E depois de tanta intriga e debates com minha esposa,",47,5
234,"Eu fiquei foi reforçado, pois exercitei meu maxilar.” “‘Cê tá velho, seu Guilherme”, o menino insistia.",47,5
235,"Seu olho é só catarata, astigmatismo e miopia;",47,5
236,"Ainda assim equilibra um muçum na ponta do nariz,",47,5
237,"Como pode ser tão ligeiro, esse velhote infeliz?” “Dá um tempo, meu filho”, disse o velho ao adolescente. “Vê se troca esse farrapo e corta essa cabeleira;",47,5
238,"Escutar tanta besteira já cansou a minha mente.",47,5
239,"Sai fora, moleque chato, ou te empurro na ladeira!” — Falou tudo errado — observou a Taturana. — Não está muito certo mesmo — ela aceitou, toda tímida. —",47,5
240,"Acho que troquei algumas palavras.",47,5
241,"— Errado do início ao fim — disse a Taturana, categórica.",48,5
242,"Houve silêncio durante alguns minutos. A Taturana foi a primeira a falar: — Você quer ser de qual tamanho? — perguntou. — Ah, meu problema não é o tamanho — Alice respondeu. — Só não quero ficar mudando toda hora, percebe? — Não — disse a Taturana.",48,5
243,"Alice não falou nada. Ela nunca havia sido tão contrariada na vida. Sentiu que não estava mais segurando sua onda. — Está satisfeita agora? — perguntou a Taturana. — Bem, eu gostaria de ficar um pouquinho maior, se não for incômodo — ela disse. — Sete centímetros é um tamanhozinho desgraçado. — É uma bela altura! — disse a Taturana, brava, levantando-se enquanto falava (ela tinha exatamente sete centímetros). — Mas eu não estou acostumada a isso! — defendeu-se a pobre",48,5
244,"Alice, em um tom comovente. E pensou consigo mesma: “Queria que essas criaturas não se ofendessem tão fácil!”. — Você se acostuma depois de um tempo — disse a Taturana, recolocando o narguilé na boca e voltando a fumar.",48,5
245,"Desta vez Alice esperou com paciência até que decidisse falar outra vez. Depois de um ou dois minutos, a Taturana tirou o narguilé da boca, bocejou algumas vezes e estremeceu-se. Então, desceu do cogumelo e começou a caminhar mato adentro, após falar a seguinte frase: — Um lado lhe fará crescer; o outro, diminuir.",48,5
246,"“Um lado do quê? Outro lado do quê?”, Alice pensou consigo mesma. — Do cogumelo — respondeu a Taturana, como se a tivesse escutado falar.",49,5
247,"Depois disso, simplesmente sumiu.",49,5
248,"Alice permaneceu pensativa, observando o cogumelo e tentando decifrar quais eram os dois lados. Afinal, ele era perfeitamente redondo. A questão não era nada fácil. Enfim, esticou seus braços ao redor do cogumelo e arrancou um pedacinho com cada mão. — Agora qual é qual? — perguntou a si mesma.",49,5
249,"Mordiscou um pouco do que estava na mão direita para testar o efeito: logo sentiu uma pancada violenta. Seu queixo bateu com tudo no próprio pé!",49,5
250,"Bastante assustada com a mudança repentina e sem tempo a perder, pois encolhia muito rapidamente, tratou logo de comer o outro pedaço. Seu queixo estava tão próximo do pé que quase não havia espaço para abrir a boca. Mas ela conseguiu, no fim das contas, e engoliu um bocado do pedaço que estava na mão esquerda. * * * * * — Caramba, minha cabeça está livre, até que enfim! — ela disse.",49,5
251,"A voz contente se tornou apreensiva no instante em que ela não encontrou mais seus ombros: tudo o que podia ver, ao olhar para baixo, era um pescoço de comprimento gigantesco. Parecia se erguer como um caule no mar de folhas verdes daquele chão distante.",49,5
252,"— O que será toda essa coisa verde? — perguntou Alice. — E cadê meus ombros? Coitadas das minhas mãos, como é que vou enxergá- las?",50,5
253,"Ela se mexia enquanto falava, mas não havia resultado além das folhas se balançando lá embaixo.",50,5
254,"Como parecia não ter jeito de levantar as mãos até a cabeça, ela tentou baixá-la até as mãos, e se maravilhou ao descobrir que seu pescoço dobrava facilmente em qualquer direção, feito uma serpente. Alice conseguiu curvá-lo em um gracioso ziguezague e estava prestes a mergulhar entre as folhas, que descobriu serem, de fato, a copa das árvores sob as quais havia passeado antes. Foi quando um assobio penetrante a fez se endireitar de volta: um pombo enorme voou na direção do seu rosto, batendo as asas violentamente contra Alice. — Serpente! — gritou o Pombo. — Eu não sou serpente! — ela afirmou indignada. — Me deixa em paz! — Serpente, sim! — repetiu o Pombo, em um tom mais moderado.",50,5
255,"E acrescentou, como num soluço: — Tentei de todo jeito, mas elas não aprendem! — Eu sei lá do que você está falando — ela disse. — Tentei as raízes das árvores, tentei nos bancos, nas cercas — continuou o Pombo, sem ligar para Alice. — Mas essas serpentes!",50,5
256,"Nunca se contentam!",50,5
257,"Alice ficou ainda mais confusa, mas achou melhor não dizer nada",50,5
258,"antes de o Pombo terminar. — Como se não bastasse cuidar de meus ovos — reclamou. —",51,5
259,"Preciso ficar atento, manter guarda e vigiar essas serpentes noite e dia! Faz três semanas que não durmo nem pelo tempo de um piscar de olhos! — Eu sinto muito pelo incômodo — disse, começando a compreendê-lo. — Logo agora que eu cheguei à árvore mais alta do bosque — continuou o Pombo, com a voz esganiçada de tão alta —, pensando que iria enfim me livrar, surge uma delas se contorcendo lá do céu!",51,5
260,"Sai fora, Serpente! — Mas eu não sou uma serpente, estou dizendo! Eu sou uma…",51,5
261,"Sou uma… — Certo! O que você é? — disse o Pombo. — Dá pra ver que você está tentando inventar alguma coisa! — Eu… sou uma menina — ela disse, com bastante dúvida após lembrar-se do número de mudanças que tinha sofrido durante aquele dia. — Uma história bem provável! — disse o Pombo, com o mais profundo desdém. — Eu vi um monte de meninas na vida, mas nenhuminha sequer com um pescoço desses! Nananinanão! Você é uma serpente, não adianta negar. Aposto que vai me contar que nunca experimentou um ovo! — Já experimentei ovo, com certeza — Alice falou, pois era uma criança bem verdadeira. — Mas meninas, tanto quanto serpentes, comem ovos, você sabe muito bem disso.",51,5
262,"— Não acredito — disse o Pombo. — Então, se elas comem, também são um tipo de serpente, é tudo o que lhe digo.",52,5
263,"Essa ideia era tão nova para Alice que ela se calou durante alguns minutos, o que possibilitou ao Pombo acrescentar o seguinte: — Você está procurando ovos, eu sei muito bem disso. O que importa se você é menina ou serpente? — Importa bastante — respondeu Alice, no mesmo segundo. —",52,5
264,"Mas não estou procurando ovos e, se estivesse, não seriam os seus.",52,5
265,"Eu não gosto de ovo cru. — Então, sai fora! — exclamou o Pombo, aborrecido enquanto voltava para seu ninho.",52,5
266,"Alice engatinhava como podia entre as árvores. Seu pescoço se enroscava nos galhos, e a toda hora era preciso se desenroscar. Logo ela lembrou que ainda carregava pedaços de cogumelo e voltou ao trabalho com muito cuidado, mordiscando primeiro um e depois o outro, crescendo às vezes e diminuindo noutras, até que conseguiu voltar à sua estatura normal.",52,5
267,"Fazia tanto tempo que não estava do tamanho certo que tudo pareceu bem esquisito no começo. Ela só se habituou minutos depois e, como de costume, começou a falar sozinha: — Metade do plano já deu certo! Nossa! Que esquisitice todas essas mudanças! Eu nunca sei o que vou virar de uma hora pra outra! Agora que já voltei ao meu tamanho certo, só falta entrar naquele lindo jardim… como é que eu faço isso?",52,5
268,"Enquanto falava, Alice repentinamente se deparou com um espaço aberto, com uma casinha de mais ou menos um metro de altura.",52,5
269,"“Qualquer um que more aqui”, pensou Alice, “não ficaria nada feliz de encontrar alguém desse meu tamanho. Ficaria aterrorizado!”",53,5
270,"Então, mordiscou novamente um pouco do que tinha na mão direita e não se aventurou a se aproximar da casa antes de chegar aos vinte centímetros de altura.",53,5
271,"bosque e bateu bem forte à porta com os nós dos dedos (Alice julgou ser um criado, porque vestia uniforme, caso contrário, julgando apenas por seu rosto, teria achado que era um peixe).",54,6
272,"Outro criado uniformizado abriu a porta. Tinha uma cara redonda e os olhos grandes de sapo. Alice notou que ambos usavam perucas com cabelos cheios de pó que se encaracolavam em torno da cabeça.",54,6
273,"Ela sentiu uma grande curiosidade de saber qual seria o assunto deles e rastejou pelo bosque para escutá-los.",54,6
274,"O Peixe-Criado começou por mostrar uma carta enorme, praticamente do tamanho dele, e entregou-a para o outro, dizendo solenemente: — Para a Duquesa. Um convite da Rainha para jogar croqué — disse.",54,6
275,"O Sapo-Criado repetiu no mesmo tom solene, mas mudando um pouco a ordem das palavras: — Da Rainha. Um convite para a Duquesa para jogar croqué.",54,6
276,"Ambos se inclinaram tanto em uma mesura que seus cachos se enroscaram.",54,6
277,"Alice riu muito. Teve de correr de volta para o bosque para não ser ouvida. Assim que espiou de novo, o Peixe-Criado já havia",54,6
278,"partido e o outro estava sentado no chão perto da porta, olhando para o céu feito bobo.",55,6
279,"Ela caminhou timidamente até a porta e bateu. — Você não precisa bater por dois motivos — disse o Criado. —",55,6
280,"Primeiro, porque estou do mesmo lado da porta que você; segundo, porque eles estão fazendo tanto barulho lá dentro que não há a menor chance de alguém ouvir.",55,6
281,"Realmente a barulheira era espantosa. Berros e espirros sem parar. Toda hora ouvia-se algum estrondo, como se uma travessa ou bule de louça tivesse se despedaçado no chão. — Por favor, então — ela disse. — Como poderei entrar? — Faria algum sentido bater na porta se a porta estivesse entre nós — o Criado continuou sem dar atenção a ela. — Por exemplo: se você estivesse dentro e batesse, eu a deixaria sair, entende?",55,6
282,"O Criado permanecia olhando para o céu enquanto falava, o que",55,6
283,"Alice achou uma grosseria. — Mas talvez ele não possa fazer nada — disse baixinho consigo mesma. — Os olhos dele ficam muito perto do cocuruto. De qualquer maneira, talvez responda a algumas perguntas… Como eu faço pra entrar? — repetiu, mais alto. — Ficarei sentado daqui — afirmou o Criado — até amanhã…",55,6
284,"Nesse instante, a porta se abriu e uma bandeja girou em direção à cabeça do Criado: passou raspando pelo nariz e se despedaçou contra uma das árvores em frente à casa. — Ou talvez até depois de amanhã… — continuou no mesmo tom de voz, como se absolutamente nada tivesse acontecido.",55,6
285,"— Como farei pra entrar? — Alice perguntou de novo, ainda mais alto. — Você realmente precisa entrar? — disse o Criado. — Essa é a primeira questão, entende?",56,6
286,"Era mesmo, sem dúvida. Mas Alice não gostou do conselho. — É horrível o jeito como essas criaturas discutem — resmungou consigo mesma. — Deixa qualquer pessoa louca!",56,6
287,"O Criado pareceu ver aí uma boa oportunidade de repetir sua afirmação, com variações. — Sentarei aqui — ele disse — por dias e dias. — Mas e eu, vou fazer o quê? — ela perguntou. — O que quiser — respondeu o Criado e começou a assobiar. — Ah, não adianta falar com ele — ela disse, desesperada. — É um perfeito idiota!",56,6
288,"Alice abriu a porta e entrou.",56,6
289,"Foi parar em uma grande cozinha toda enfumaçada: a Duquesa estava sentada ao centro em um banco de três pés cuidando de uma bebê; a cozinheira, inclinada sobre o fogo, mexia um caldeirão aparentemente cheio de sopa. — Essa sopa está com pimenta demais! — Alice concluiu, pois não parava de espirrar.",56,6
290,"Havia muita pimenta no ar. Até a Duquesa espirrou algumas vezes; a criança não parava de espirrar e berrar, alternadamente. As únicas coisas na cozinha que não espirravam eram a cozinheira e um enorme gato sentado sobre o forno, com um sorriso arreganhado de orelha a orelha.",56,6
291,"— Com licença, você poderia me dizer por que seu gato sorri desse jeito? — Alice perguntou, um pouco envergonhada por não ter certeza se demonstrava bons modos ao falar primeiro. — É um Gato de Sorriso — disse a Duquesa. — Por isso. Porca!",57,6
292,"A última palavra foi dita com tanta violência que Alice até saltou.",57,6
293,"No momento seguinte, a menina percebeu que o grito era para a bebê, não para ela, então tomou coragem e continuou: — Não sabia que os gatos lá da cidade de Sorriso sempre sorriem. Na verdade, eu não sabia que os gatos eram capazes de sorrir. — Todos conseguem — respondeu a Duquesa. — E a maioria sorri. — Não conheço nenhum gato que ri — Alice disse de maneira muito educada, sentindo-se contente de ter começado a conversar. — Você não sabe de nada — afirmou a Duquesa. — Essa é a verdade.",57,6
294,"Alice não gostou do tom dessa afirmação, por isso, tentou introduzir outro assunto na conversa. Enquanto pensava no que falar, a Cozinheira tirou o caldeirão de sopa do fogo e começou a jogar tudo que estava ao seu alcance na Duquesa e na bebê… primeiro vieram os ferros em brasa e então uma onda de panelas, bandejas e louças. A Duquesa não se dava conta nem quando os objetos a atingiam. Por sua vez, a bebê já berrava tão alto antes dos disparos que era impossível saber se eles a machucavam ou não. — Ei, presta atenção no serviço, por favor! — gritou Alice, pulando de tanta agonia e terror. — Ai, lá vai o precioso narizinho",57,6
295,"dela — reclamou, quando uma panela maior que de costume passou voando. — Se cada um cuidasse da própria vida — rosnou a Duquesa —, o mundo giraria bem mais depressa. — O que não seria uma vantagem — respondeu Alice, satisfeita pela possibilidade de mostrar um pouco do que sabia. — Só imagine o que aconteceria com o dia e a noite! Você sabe que a Terra demora vinte e quatro horas para realizar o movimento de revolução… — Falou de revolução! — disse a Duquesa. — Cortem-lhe a cabeça!",58,6
296,"Alice olhou com preocupação para a Cozinheira, checando se ela cumpriria as ordens. Porém, encontrou-a ocupada demais mexendo a sopa, nem pareceu ouvir. Então, lá foi Alice de novo: — Vinte e quatro horas, eu acho. Ou seriam doze? Eu… — Ah, não enche! — disse a Duquesa. — Nunca suportei números!",58,6
297,"E voltou a cuidar da criança, cantando uma espécie de canção de ninar e chacoalhando a nenê ao fim de cada verso: — Fala grosso com o nenê,",58,6
